,SourceAirport,DestinationAirport,Distance,FlyTime,Price
44,Esenboğa International Airport,Atatürk International Airport,365.5490803612109,0.954098236473554,152.77454018060547
45,Kayseri Erkilet Airport,Atatürk International Airport,620.4536257141366,1.270749845607623,280.2268128570683
46,Batman Airport,Atatürk International Airport,1108.1337345576055,1.8765636454131749,524.0668672788028
47,Çardak Airport,Atatürk International Airport,362.94112136252767,0.9508585358540717,151.47056068126383
48,Erzincan Airport,Atatürk International Airport,918.1321081997264,1.6405367803723312,429.06605409986327
49,Hatay Airport,Atatürk International Airport,826.2267171088308,1.5263685926817774,383.1133585544154
50,Kahramanmaraş Airport,Atatürk International Airport,797.7656840466847,1.4910132721076828,368.88284202334233
51,Konya Airport,Atatürk International Airport,463.1175167144238,1.0753012629992842,201.5587583572119
52,Mardin Airport,Atatürk International Airport,1100.6665623291174,1.8672876550672264,520.3332811645587
53,Muş Airport,Atatürk International Airport,1123.0144834813566,1.8950490478029276,531.5072417406783
54,Amasya Merzifon Airport,Atatürk International Airport,563.8103974061252,1.2003855868399071,251.90519870306255
55,Nevşehir Kapadokya Airport,Atatürk International Airport,546.0786700823834,1.1783585963756316,243.0393350411917
56,Van Ferit Melen Airport,Atatürk International Airport,1270.956015324682,2.078827348229419,605.478007662341
57,Sivas Nuri Demirağ Airport,Atatürk International Airport,696.8391435974669,1.3656386876987168,318.41957179873344
58,Adıyaman Airport,Atatürk International Airport,904.4663173251762,1.6235606426399705,422.2331586625881
59,Ağrı Airport,Atatürk International Airport,1212.4804165733765,2.0061868528861817,576.2402082866882
60,Bingöl Çeltiksuyu Airport,Atatürk International Airport,1031.0819498409692,1.780847142659589,485.5409749204846
61,Iğdır Airport,Atatürk International Airport,1277.235753383556,2.086628265072741,608.6178766917781
62,Süleyman Demirel International Airport,Atatürk International Airport,371.8565992560064,0.9619336636720576,155.92829962800317
63,Kastamonu Airport,Atatürk International Airport,418.72147966515945,1.020150906416347,179.36073983257972
64,Kars Airport,Atatürk International Airport,1203.8119176724629,1.99541853127014,571.9059588362314
65,Zafer Airport,Atatürk International Airport,235.4772691613109,0.7925183467842372,87.73863458065544
80,Gazipaşa Airport,Atatürk International Airport,601.7089986251838,1.2474645945654457,270.8544993125919
99,Sabiha Gökçen International Airport,Sharjah International Airport,2973.213338938352,4.193432719178077,1456.606669469176
100,Imam Khomeini International Airport,Sharjah International Airport,1196.9021466325523,1.9868349647609345,568.4510733162762
101,Hamad International Airport,Sharjah International Airport,393.0158152038312,0.9882184039799145,166.50790760191558
102,Mashhad International Airport,Sharjah International Airport,1274.7509188066156,2.083541514045485,607.3754594033078
103,Shiraz Shahid Dastghaib International Airport,Sharjah International Airport,550.0940790229901,1.183346682016137,245.04703951149503
104,Lar Airport,Sharjah International Airport,284.22534029949594,0.8530749568937838,112.11267014974796
106,Atatürk International Airport,Abu Dhabi International Airport,3017.838350536665,4.248867516194616,1478.9191752683328
107,Chicago O'Hare International Airport,Abu Dhabi International Airport,11687.89362862858,15.019122520035502,5813.946814314289
108,John F Kennedy International Airport,Abu Dhabi International Airport,11031.397921294822,14.203599902229591,5485.698960647411
109,Imam Khomeini International Airport,Abu Dhabi International Airport,1266.6814529891146,2.073517332905732,603.3407264945573
111,Hamad International Airport,Abu Dhabi International Airport,320.91850477849505,0.8986565276751491,130.45925238924752
112,Lester B. Pearson International Airport,Abu Dhabi International Airport,11122.330388970007,14.316559489403735,5531.165194485004
113,Washington Dulles International Airport,Abu Dhabi International Airport,11386.79097856898,14.645081960955252,5663.3954892844895
119,Sharjah International Airport,Abu Dhabi International Airport,132.47702062311456,0.6645677274821299,36.23851031155728
120,Kish International Airport,Abu Dhabi International Airport,242.2982778330125,0.8009916494820031,91.14913891650626
121,Hartsfield Jackson Atlanta International Airport,John F Kennedy International Airport,1222.0934389187266,2.0181284955512133,581.0467194593633
122,Atatürk International Airport,John F Kennedy International Airport,8051.744239939527,10.502166757688853,3995.8721199697634
123,Montreal / Pierre Elliott Trudeau International Airport,John F Kennedy International Airport,537.169252610054,1.167290997031123,238.58462630502697
124,Lester B. Pearson International Airport,John F Kennedy International Airport,588.5961316237577,1.2311753187872767,264.29806581187887
125,Vancouver International Airport,John F Kennedy International Airport,3930.387440775727,5.382468870528853,1935.1937203878636
126,Dubai International Airport,John F Kennedy International Airport,11001.514516159175,14.166477659825064,5470.757258079588
127,McCarran International Airport,John F Kennedy International Airport,3609.2825234219513,4.983580774437207,1774.6412617109756
128,Louis Armstrong New Orleans International Airport,John F Kennedy International Airport,1901.489710510044,2.862099019267136,920.744855255022
129,Abu Dhabi International Airport,John F Kennedy International Airport,11031.397921294822,14.203599902229591,5485.698960647411
132,Chicago O'Hare International Airport,John F Kennedy International Airport,1187.8355870120463,1.97557215777894,563.9177935060233
135,Hamad International Airport,John F Kennedy International Airport,10769.458492792071,13.878209307816238,5354.729246396036
136,San Diego International Airport,John F Kennedy International Airport,3928.037600752204,5.379549814599011,1934.018800376102
137,Los Angeles International Airport,John F Kennedy International Airport,3974.196710879195,5.436890324073534,1957.0983554395973
138,Washington Dulles International Airport,John F Kennedy International Airport,366.3199056673761,0.9550557834377345,153.15995283368807
139,San Francisco International Airport,John F Kennedy International Airport,4151.78626192503,5.657498462018671,2045.893130962515
150,Orlando International Airport,John F Kennedy International Airport,1521.3886141530445,2.3899237442894963,730.6943070765223
151,Tampa International Airport,John F Kennedy International Airport,1619.524355455873,2.511831497460712,779.7621777279367
154,Dallas Fort Worth International Airport,John F Kennedy International Airport,2234.896132049454,3.2762684870179557,1087.448066024727
155,Miami International Airport,John F Kennedy International Airport,1757.1215161369057,2.6827596473750384,848.5607580684529
156,Calgary International Airport,John F Kennedy International Airport,3277.130050883515,4.570969007308714,1608.5650254417576
158,Charlotte Douglas International Airport,John F Kennedy International Airport,870.5292109233396,1.581402746488621,405.2646054616698
159,Cincinnati Northern Kentucky International Airport,John F Kennedy International Airport,945.6585044128648,1.6747310613824409,442.8292522064325
160,General Edward Lawrence Logan International Airport,John F Kennedy International Airport,300.17797708950224,0.8728918970055928,120.08898854475112
164,Austin Bergstrom International Airport,John F Kennedy International Airport,2445.4633582429747,3.5378426810471737,1192.731679121487
165,Nashville International Airport,John F Kennedy International Airport,1229.7612469004102,2.0276537228576528,584.8806234502051
166,Baltimore/Washington International Thurgood Marshall Airport,John F Kennedy International Airport,295.3609443349576,0.8669080053850404,117.6804721674788
167,Cleveland Hopkins International Airport,John F Kennedy International Airport,682.2070027191426,1.3474621151790591,311.1035013595713
168,John Glenn Columbus International Airport,John F Kennedy International Airport,775.5465010272744,1.4634118025183531,357.7732505136372
169,Ronald Reagan Washington National Airport,John F Kennedy International Airport,342.2182043046061,0.9251157817448524,141.10910215230305
170,Indianapolis International Airport,John F Kennedy International Airport,1067.3034122661404,1.825842748156696,503.6517061330702
171,Norfolk International Airport,John F Kennedy International Airport,466.35149334600254,1.0793186252745373,203.17574667300127
172,Phoenix Sky Harbor International Airport,John F Kennedy International Airport,3458.119063673872,4.795800079097977,1699.0595318369358
173,Pittsburgh International Airport,John F Kennedy International Airport,545.2996354862205,1.1773908515356777,242.64981774311025
174,Raleigh Durham International Airport,John F Kennedy International Airport,686.5030412178495,1.3527988089662726,313.25152060892475
176,Seattle Tacoma International Airport,John F Kennedy International Airport,3886.637904486668,5.328121620480333,1913.318952243334
180,Fort Lauderdale Hollywood International Airport,John F Kennedy International Airport,1723.289279191192,2.6407320238399903,831.644639595596
181,Jacksonville International Airport,John F Kennedy International Airport,1334.4682681922573,2.1577245567605683,637.2341340961286
183,Palm Beach International Airport,John F Kennedy International Airport,1657.141531836393,2.5585609091135315,798.5707659181965
184,Southwest Florida International Airport,John F Kennedy International Airport,1731.6450361616614,2.6511118461635546,835.8225180808307
191,Syracuse Hancock International Airport,John F Kennedy International Airport,335.6030907094932,0.9168982493285628,137.8015453547466
193,Albuquerque International Sunport,John F Kennedy International Airport,2931.4421427848906,4.141543034515392,1435.7210713924453
195,Burlington International Airport,John F Kennedy International Airport,429.17603299579406,1.0331379291873215,184.58801649789703
196,Buffalo Niagara International Airport,John F Kennedy International Airport,483.6972802350098,1.1008661866273417,211.8486401175049
197,Bob Hope Airport,John F Kennedy International Airport,3958.412203976337,5.4172822409643935,1949.2061019881685
198,Charleston Air Force Base-International Airport,John F Kennedy International Airport,1025.007742375618,1.7733015433237491,482.50387118780907
199,Denver International Airport,John F Kennedy International Airport,2609.782096812477,3.7419653376552513,1274.8910484062387
200,William P Hobby Airport,John F Kennedy International Airport,2296.0918448045954,3.352288005968441,1118.0459224022975
202,Long Beach /Daugherty Field/ Airport,John F Kennedy International Airport,3958.329073246841,5.417178972977442,1949.1645366234204
203,Metropolitan Oakland International Airport,John F Kennedy International Airport,4135.145217397331,5.636826357015318,2037.5726086986656
204,Portland International Airport,John F Kennedy International Airport,3938.865864603749,5.3930010740419245,1939.4329323018744
207,Greater Rochester International Airport,John F Kennedy International Airport,424.05560787035296,1.0267771526339788,182.02780393517648
209,Savannah Hilton Head International Airport,John F Kennedy International Airport,1155.4715148894195,1.93536834147754,547.7357574447097
212,Norman Y. Mineta San Jose International Airport,John F Kennedy International Airport,4124.782936439809,5.623953958310322,2032.3914682199047
213,Salt Lake City International Airport,John F Kennedy International Airport,3193.601944535753,4.467207384516463,1566.8009722678764
214,Sacramento International Airport,John F Kennedy International Airport,4047.319555216993,5.52772615554906,1993.6597776084968
215,Sarasota Bradenton International Airport,John F Kennedy International Airport,1678.009372958177,2.584483693115748,809.0046864790885
216,Portland International Jetport Airport,John F Kennedy International Airport,439.8963095281477,1.0464550428921089,189.94815476407385
218,St Louis Lambert International Airport,John F Kennedy International Airport,1432.8264174114177,2.279908593057661,686.4132087057088
229,San Antonio International Airport,John F Kennedy International Airport,2550.852992123045,3.6687614808981928,1245.4264960615226
233,Detroit Metropolitan Wayne County Airport,John F Kennedy International Airport,816.7229271645703,1.51456264244046,378.3614635822851
234,Minneapolis-St Paul International/Wold-Chamberlain Airport,John F Kennedy International Airport,1651.273973043352,2.5512720162029217,795.636986521676
239,Philadelphia International Airport,John F Kennedy International Airport,150.6196040164646,0.6871050981570989,45.309802008232296
256,Richmond International Airport,John F Kennedy International Airport,463.5054818277632,1.0757832072394573,201.7527409138816
260,Louisville International Standiford Field,John F Kennedy International Airport,1062.2873141384694,1.819611570358347,501.1436570692347
307,Daniel K Inouye International Airport,John F Kennedy International Airport,8006.746544346022,10.446268999187604,3973.373272173011
310,Sabiha Gökçen International Airport,Dubai International Airport,2967.499907356256,4.186335288641311,1453.7499536781277
311,Atatürk International Airport,Dubai International Airport,3008.3631780961928,4.237097115647444,1474.1815890480964
312,Los Angeles International Airport,Dubai International Airport,13400.07702805104,17.14605841993918,6670.03851402552
313,Dallas Fort Worth International Airport,Dubai International Airport,12919.388633956674,16.548929980070405,6429.694316978337
314,John F Kennedy International Airport,Dubai International Airport,11001.514516159175,14.166477659825064,5470.757258079588
315,Imam Khomeini International Airport,Dubai International Airport,1199.863567129553,1.9905137479870223,569.9317835647765
317,General Edward Lawrence Logan International Airport,Dubai International Airport,10702.11770775783,13.79455615870538,5321.058853878915
318,Hamad International Airport,Dubai International Airport,377.7326795134396,0.96923314225272,158.8663397567198
319,Lester B. Pearson International Airport,Dubai International Airport,11082.190197891829,14.266695898002268,5511.095098945913
320,Washington Dulles International Airport,Dubai International Airport,11355.261764484276,14.605915235384192,5647.630882242138
321,George Bush Intercontinental Houston Airport,Dubai International Airport,13124.814546645564,16.804117449249144,6532.407273322781
322,Seattle Tacoma International Airport,Dubai International Airport,11927.651301629205,15.316958138669817,5933.825650814601
323,San Francisco International Airport,Dubai International Airport,13020.071234402798,16.674001533419624,6480.035617201399
330,Ahwaz Airport,Dubai International Airport,935.305027354816,1.661869599198529,437.652513677408
331,Bandar Abbas International Airport,Dubai International Airport,240.7911991333156,0.7991195020289634,90.3955995666578
332,Esfahan Shahid Beheshti International Airport,Dubai International Airport,900.4769819780219,1.6186049465565489,420.2384909890109
341,Hartsfield Jackson Atlanta International Airport,Dubai International Airport,12209.38359947399,15.666936148414894,6074.691799736995
345,Mashhad International Airport,Dubai International Airport,1287.3462847319167,2.099187931343996,613.6731423659584
346,Shiraz Shahid Dastghaib International Airport,Dubai International Airport,549.6707714524476,1.1828208341024196,244.83538572622385
347,Tabriz International Airport,Dubai International Airport,1670.4498360531838,2.575092964041222,805.2249180265919
348,Zahedan International Airport,Dubai International Airport,720.9009163408856,1.3955290886222185,330.4504581704428
349,Bandar Lengeh Airport,Dubai International Airport,152.13724439168877,0.6889903657039612,46.068622195844384
350,Bushehr Airport,Dubai International Airport,607.823920499681,1.2550607708070571,273.9119602498405
351,Lar Airport,Dubai International Airport,286.4601701083545,0.8558511429917447,113.23008505417724
354,Bateen Airport,Dubai International Airport,129.49314881363992,0.6608610544268819,34.74657440681996
355,Sir Bani Yas Airport,Dubai International Airport,301.04249831483173,0.8739658364159401,120.52124915741588
356,Kish International Airport,Dubai International Airport,198.04360669724431,0.7460169027294961,69.02180334862216
357,Sabiha Gökçen International Airport,Trabzon International Airport,879.7681836803933,1.5928797312799918,409.8840918401967
358,Antalya International Airport,Trabzon International Airport,900.3045241174657,1.6183907131893984,420.1522620587328
359,Adana Airport,Trabzon International Airport,592.2691953221711,1.2357381308349953,266.13459766108554
360,Adnan Menderes International Airport,Trabzon International Airport,1121.46558400688,1.8931249490768691,530.73279200344
362,Atatürk International Airport,Trabzon International Airport,920.6198404241364,1.64362713096166,430.3099202120682
363,Esenboğa International Airport,Trabzon International Airport,581.8602440392093,1.2228077565704465,260.93012201960465
366,Dubai International Airport,Sabiha Gökçen International Airport,2967.499907356256,4.186335288641311,1453.7499536781277
367,Antalya International Airport,Sabiha Gökçen International Airport,463.091682819905,1.0752691712048508,201.5458414099525
368,Imam Khomeini International Airport,Sabiha Gökçen International Airport,1998.5413333328268,2.982660041407238,969.2706666664134
369,Adana Airport,Sabiha Gökçen International Airport,675.2386275308921,1.3388057484855804,307.61931376544607
370,Adnan Menderes International Airport,Sabiha Gökçen International Airport,343.46488915585815,0.9266644585787058,141.73244457792907
371,Milas Bodrum International Airport,Sabiha Gökçen International Airport,429.7494852094187,1.0338502921856132,184.87474260470933
372,Diyarbakir Airport,Sabiha Gökçen International Airport,992.9242248335934,1.7334462420293086,466.4621124167967
373,Dalaman International Airport,Sabiha Gökçen International Airport,467.5523232221959,1.0808103394064543,203.776161611098
374,Erzurum International Airport,Sabiha Gökçen International Airport,1008.6320264511776,1.7529590390697858,474.3160132255888
375,Elazığ Airport,Sabiha Gökçen International Airport,890.0011000346326,1.6055914286144504,415.0005500173163
376,Şanlıurfa GAP Airport,Sabiha Gökçen International Airport,910.5359945739328,1.6311006143775562,425.2679972869664
377,Gazipaşa Airport,Sabiha Gökçen International Airport,573.6080662213551,1.2125566040016833,256.80403311067755
378,Gaziantep International Airport,Sabiha Gökçen International Airport,831.6267991322222,1.533076769108351,385.8133995661111
379,Malatya Tulga Airport,Sabiha Gökçen International Airport,816.1838555561657,1.5138929882685288,378.0919277780828
380,Trabzon International Airport,Sabiha Gökçen International Airport,879.7681836803933,1.5928797312799918,409.8840918401967
381,Hamad International Airport,Sabiha Gökçen International Airport,2693.9157659132848,3.84647921231464,1316.9578829566424
382,Esenboğa International Airport,Sabiha Gökçen International Airport,323.1277759211857,0.9014009638772492,131.56388796059284
383,Kayseri Erkilet Airport,Sabiha Gökçen International Airport,578.6222973821696,1.218785462586546,259.3111486910848
384,Batman Airport,Sabiha Gökçen International Airport,1065.7159423686326,1.8238707358616555,502.8579711843163
385,Çardak Airport,Sabiha Gökçen International Airport,347.7873040167097,0.9320339180331798,143.89365200835485
386,Balıkesir Körfez Airport,Sabiha Gökçen International Airport,245.5642993916463,0.8050488191200575,92.78214969582316
387,Erzincan Airport,Sabiha Gökçen International Airport,875.9570184752562,1.5881453645655357,407.9785092376281
388,Hatay Airport,Sabiha Gökçen International Airport,787.7319458903048,1.4785490011059688,363.8659729451524
389,Kahramanmaraş Airport,Sabiha Gökçen International Airport,756.7084028672458,1.4400104383444048,348.3542014336229
390,Konya Airport,Sabiha Gökçen International Airport,428.20527693876977,1.03193202104195,184.10263846938489
391,Mardin Airport,Sabiha Gökçen International Airport,1058.5264010404144,1.8149396286216328,499.2632005202072
392,Muş Airport,Sabiha Gökçen International Airport,1080.6313515452928,1.8423991944662024,510.3156757726464
393,Amasya Merzifon Airport,Sabiha Gökçen International Airport,522.3985698116953,1.1489423227474476,231.1992849058477
394,Nevşehir Kapadokya Airport,Sabiha Gökçen International Airport,504.83415565295513,1.127123174724168,222.4170778264776
395,Van Ferit Melen Airport,Sabiha Gökçen International Airport,1228.6007958967095,2.026212168815788,584.3003979483548
396,Sivas Nuri Demirağ Airport,Sabiha Gökçen International Airport,654.4811272830904,1.3130200338920377,297.2405636415452
414,Kars Airport,Sabiha Gökçen International Airport,1162.7019658155143,1.9443502680938065,551.3509829077572
415,Sharjah International Airport,Sabiha Gökçen International Airport,2973.213338938352,4.193432719178077,1456.606669469176
419,Sabiha Gökçen International Airport,Antalya International Airport,463.091682819905,1.0752691712048508,201.5458414099525
420,Adana Airport,Antalya International Airport,398.2167433809668,0.9946791843241822,169.10837169048338
421,Adnan Menderes International Airport,Antalya International Airport,356.41907635807604,0.9427566165938832,148.20953817903802
422,Trabzon International Airport,Antalya International Airport,900.3045241174657,1.6183907131893984,420.1522620587328
424,Atatürk International Airport,Antalya International Airport,484.8747149242695,1.1023288384152417,212.43735746213477
425,Esenboğa International Airport,Antalya International Airport,406.6659200019612,1.0051750559030572,173.3329600009806
431,Sabiha Gökçen International Airport,Adnan Menderes International Airport,343.46488915585815,0.9266644585787058,141.73244457792907
432,Antalya International Airport,Adnan Menderes International Airport,356.41907635807604,0.9427566165938832,148.20953817903802
433,Atatürk International Airport,Adnan Menderes International Airport,330.5162311808217,0.9105791691687226,135.25811559041085
434,Adana Airport,Adnan Menderes International Airport,729.7249601958152,1.4064906337836214,334.8624800979076
435,Diyarbakir Airport,Adnan Menderes International Airport,1141.4113541017098,1.9179023032319376,540.7056770508549
436,Elazığ Airport,Adnan Menderes International Airport,1056.5078213696231,1.8124320762355568,498.2539106848116
437,Şanlıurfa GAP Airport,Adnan Menderes International Airport,1033.9909926601383,1.7844608604473768,486.9954963300692
438,Gaziantep International Airport,Adnan Menderes International Airport,920.798491791445,1.6438490581260188,430.3992458957225
439,Trabzon International Airport,Adnan Menderes International Airport,1121.46558400688,1.8931249490768691,530.73279200344
440,Esenboğa International Airport,Adnan Menderes International Airport,542.6939654225986,1.174153994313787,241.3469827112993
441,Kayseri Erkilet Airport,Adnan Menderes International Airport,726.9990412065748,1.4031043990143788,333.4995206032874
442,Hatay Airport,Adnan Menderes International Airport,834.4909453622901,1.536634714735764,387.245472681145
443,Mardin Airport,Adnan Menderes International Airport,1189.4593101845596,1.977589205198211,564.7296550922798
444,Sivas Nuri Demirağ Airport,Adnan Menderes International Airport,857.9749574023714,1.56580740049984,398.9874787011857
450,Milas Bodrum International Airport,Adnan Menderes International Airport,124.12758475403665,0.6541957574584306,32.06379237701832
458,Sabiha Gökçen International Airport,Kayseri Erkilet Airport,578.6222973821696,1.218785462586546,259.3111486910848
459,Adnan Menderes International Airport,Kayseri Erkilet Airport,726.9990412065748,1.4031043990143788,333.4995206032874
461,Atatürk International Airport,Kayseri Erkilet Airport,620.4536257141366,1.270749845607623,280.2268128570683
463,Sabiha Gökçen International Airport,Esenboğa International Airport,323.1277759211857,0.9014009638772492,131.56388796059284
464,Adnan Menderes International Airport,Esenboğa International Airport,542.6939654225986,1.174153994313787,241.3469827112993
465,Milas Bodrum International Airport,Esenboğa International Airport,562.3636674819546,1.1985884068098815,251.1818337409773
467,Antalya International Airport,Esenboğa International Airport,406.6659200019612,1.0051750559030572,173.3329600009806
468,Atatürk International Airport,Esenboğa International Airport,365.5490803612109,0.954098236473554,152.77454018060547
469,Adana Airport,Esenboğa International Airport,402.273852222073,0.9997190710833204,171.1369261110365
472,Diyarbakir Airport,Esenboğa International Airport,670.0740966423157,1.332390182164367,305.03704832115784
473,Erzurum International Airport,Esenboğa International Airport,695.9419258976735,1.364524131549905,317.9709629488368
474,Elazığ Airport,Esenboğa International Airport,566.9205786691266,1.2042491660486043,253.4602893345633
475,Şanlıurfa GAP Airport,Esenboğa International Airport,591.8513957864845,1.235219125200602,265.9256978932423
476,Gazipaşa Airport,Esenboğa International Airport,430.04986175461534,1.034223430751075,185.02493087730767
477,Gaziantep International Airport,Esenboğa International Airport,526.3413979291436,1.1538402458747123,233.17069896457176
478,Malatya Tulga Airport,Esenboğa International Airport,493.8909935806676,1.1135291845722577,216.94549679033375
479,Trabzon International Airport,Esenboğa International Airport,581.8602440392093,1.2228077565704465,260.93012201960465
480,Batman Airport,Esenboğa International Airport,742.588286572025,1.4224699212074845,341.2941432860125
481,Erzincan Airport,Esenboğa International Airport,558.8544611430976,1.19422914427714,249.4272305715488
482,Hatay Airport,Esenboğa International Airport,507.5501106100636,1.1304970318137435,223.7750553050318
483,Kahramanmaraş Airport,Esenboğa International Airport,447.6348003744574,1.056068074999326,193.8174001872287
484,Mardin Airport,Esenboğa International Airport,737.0707137440788,1.4156157934709053,338.5353568720394
485,Muş Airport,Esenboğa International Airport,759.5490486837682,1.4435391909115132,349.7745243418841
486,Van Ferit Melen Airport,Esenboğa International Airport,907.890745544418,1.6278145907384076,423.94537277220905
487,Adıyaman Airport,Esenboğa International Airport,543.1830544694108,1.174761558347094,241.59152723470535
488,Ağrı Airport,Esenboğa International Airport,856.9528512953121,1.5645377034724377,398.4764256476561
489,Bingöl Çeltiksuyu Airport,Esenboğa International Airport,667.0759797975134,1.32866581341306,303.5379898987567
490,Çanakkale Airport,Esenboğa International Airport,558.2727702206648,1.1935065468579689,249.1363851103324
491,Iğdır Airport,Esenboğa International Airport,925.7569051442648,1.6500085778189626,432.8784525721324
492,Kars Airport,Esenboğa International Airport,858.5266040435425,1.5664926758304876,399.26330202177127
493,Tekirdağ Çorlu Airport,Esenboğa International Airport,442.7456144362661,1.0499945520947405,191.37280721813303
494,Hamad International Airport,Esenboğa International Airport,2390.7586343631565,3.46988650231448,1165.3793171815782
495,Imam Khomeini International Airport,Esenboğa International Airport,1676.121317120518,2.582138282137289,808.060658560259
497,Sabiha Gökçen International Airport,Konya Airport,428.20527693876977,1.03193202104195,184.10263846938489
499,Atatürk International Airport,Konya Airport,463.1175167144238,1.0753012629992842,201.5587583572119
500,Sabiha Gökçen International Airport,Milas Bodrum International Airport,429.7494852094187,1.0338502921856132,184.87474260470933
501,Esenboğa International Airport,Milas Bodrum International Airport,562.3636674819546,1.1985884068098815,251.1818337409773
503,Atatürk International Airport,Milas Bodrum International Airport,426.052658564099,1.0292579609491912,183.0263292820495
507,Sabiha Gökçen International Airport,Adana Airport,675.2386275308921,1.3388057484855804,307.61931376544607
508,Antalya International Airport,Adana Airport,398.2167433809668,0.9946791843241822,169.10837169048338
509,Adnan Menderes International Airport,Adana Airport,729.7249601958152,1.4064906337836214,334.8624800979076
510,Trabzon International Airport,Adana Airport,592.2691953221711,1.2357381308349953,266.13459766108554
511,Van Ferit Melen Airport,Adana Airport,726.9204480343018,1.4030067677444742,333.4602240171509
513,Atatürk International Airport,Adana Airport,713.5609485190352,1.3864111161727144,326.7804742595176
514,Esenboğa International Airport,Adana Airport,402.273852222073,0.9997190710833204,171.1369261110365
519,Sabiha Gökçen International Airport,Batman Airport,1065.7159423686326,1.8238707358616555,502.8579711843163
520,Atatürk International Airport,Batman Airport,1108.1337345576055,1.8765636454131749,524.0668672788028
521,Esenboğa International Airport,Batman Airport,742.588286572025,1.4224699212074845,341.2941432860125
522,Sabiha Gökçen International Airport,Diyarbakir Airport,992.9242248335934,1.7334462420293086,466.4621124167967
523,Adnan Menderes International Airport,Diyarbakir Airport,1141.4113541017098,1.9179023032319376,540.7056770508549
525,Atatürk International Airport,Diyarbakir Airport,1035.2669017167434,1.7860458406419173,487.6334508583717
526,Esenboğa International Airport,Diyarbakir Airport,670.0740966423157,1.332390182164367,305.03704832115784
529,Sabiha Gökçen International Airport,Dalaman International Airport,467.5523232221959,1.0808103394064543,203.776161611098
530,Atatürk International Airport,Dalaman International Airport,474.116515733903,1.088964615818513,207.0582578669515
